TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10
0.0,0.10056799999999999,0.108128,0.15841600000000003,0.132792,0.11464,0.11557599999999998,0.076104,0.09858,0.09519599999999999
0.0,0.103024,0.110392,0.145528,0.13165199999999996,0.120696,0.113756,0.082792,0.09671199999999999,0.095448
0.0,0.100292,0.114604,0.150644,0.132108,0.12132400000000002,0.11031999999999997,0.079128,0.0972,0.09437999999999999
0.0,0.095904,0.11269599999999998,0.146524,0.140368,0.121036,0.10897200000000003,0.086504,0.092232,0.095764
0.0,0.10046400000000003,0.11998,0.138372,0.13694399999999998,0.12254000000000001,0.111828,0.088468,0.084956,0.096448
0.0,0.097552,0.119008,0.144264,0.14537599999999998,0.130236,0.10425599999999999,0.085836,0.08679200000000001,0.08668000000000001
0.0,0.0989,0.12935599999999997,0.139336,0.141408,0.126292,0.10462,0.091752,0.081164,0.087172
0.0,0.099128,0.12907600000000002,0.13674000000000003,0.14386000000000002,0.127144,0.10276400000000001,0.09390799999999999,0.07911599999999999,0.088264
0.0,0.101044,0.13236,0.13672,0.14138,0.12584399999999998,0.10360799999999999,0.09475599999999999,0.075196,0.089092
0.0,0.099512,0.132812,0.14169199999999998,0.146808,0.12941200000000003,0.106424,0.09078,0.066392,0.086168
0.0,0.10776799999999997,0.135764,0.134548,0.14554799999999998,0.130244,0.10665200000000001,0.08816399999999999,0.064156,0.087156
0.0,0.10111200000000001,0.138216,0.13523199999999996,0.148704,0.13406,0.09963999999999999,0.096112,0.06600800000000001,0.08091600000000002
0.0,0.10137199999999999,0.142924,0.132212,0.14454,0.134136,0.102912,0.09490799999999999,0.06195200000000001,0.08504400000000001
0.0,0.10070399999999999,0.145604,0.134012,0.148884,0.13794,0.09517600000000001,0.099548,0.05617599999999998,0.081956
0.0,0.10552800000000002,0.143152,0.13123200000000002,0.150464,0.130504,0.09972400000000001,0.10222,0.056516,0.08066
0.0,0.101444,0.14923999999999998,0.13240800000000003,0.154028,0.131156,0.097888,0.1041,0.050356,0.07938
0.0,0.106568,0.14518399999999998,0.128672,0.15156799999999998,0.1363,0.098564,0.09991599999999999,0.053268,0.07996
0.0,0.10263599999999999,0.1523,0.12975599999999998,0.15084,0.13774,0.10191999999999998,0.099476,0.046716,0.078616
0.0,0.106504,0.152844,0.124736,0.153648,0.13508,0.09973200000000002,0.104348,0.04646,0.076648
0.0,0.103844,0.155064,0.12596,0.15334,0.13539199999999998,0.096336,0.107788,0.043088,0.07918800000000001
0.0,0.10737999999999999,0.15356799999999998,0.128748,0.147528,0.135596,0.099804,0.11023599999999997,0.040915999999999994,0.076224
0.0,0.10768,0.15611199999999997,0.12472399999999997,0.15351199999999998,0.14446000000000003,0.093736,0.105904,0.0365,0.077372
0.0,0.11490399999999998,0.15712399999999999,0.12471600000000001,0.14611600000000002,0.14350400000000002,0.09532,0.112964,0.035792000000000004,0.06956
0.0,0.10782399999999999,0.16233199999999998,0.12324800000000002,0.151104,0.14339200000000002,0.095776,0.107616,0.032856,0.075852
0.0,0.11003199999999999,0.15808799999999998,0.122868,0.15811599999999998,0.14552,0.09181600000000001,0.11128799999999998,0.030896,0.071376
0.0,0.11126399999999999,0.1603,0.12165999999999999,0.15245999999999998,0.143236,0.09394799999999999,0.1156,0.027968,0.073564
0.0,0.11302799999999999,0.16436800000000001,0.12395199999999999,0.156228,0.139596,0.091992,0.11157200000000003,0.029000000000000005,0.070264
0.0,0.11602799999999999,0.158012,0.12324799999999998,0.15149600000000002,0.14277600000000001,0.089704,0.118896,0.030019999999999998,0.06982000000000001
0.0,0.11942399999999997,0.16296799999999997,0.11893599999999997,0.15549199999999996,0.141104,0.09008000000000002,0.119632,0.024712,0.067652
0.0,0.11584799999999999,0.16424,0.11846399999999999,0.14879599999999998,0.14643599999999998,0.09048,0.120744,0.025108,0.06988399999999999
0.0,0.116764,0.16326000000000002,0.122412,0.15448,0.14284400000000003,0.085824,0.12046800000000002,0.026140000000000004,0.06780800000000001
0.0,0.120708,0.160036,0.11344400000000002,0.150804,0.148648,0.08829999999999999,0.12508,0.023431999999999998,0.06954800000000001
0.0,0.11754,0.16899599999999998,0.120644,0.146328,0.146188,0.08940800000000002,0.124028,0.021392,0.065476
0.0,0.11927600000000001,0.165764,0.11481199999999998,0.15382800000000002,0.14701999999999998,0.090436,0.121404,0.018176,0.069284
0.0,0.125608,0.16516,0.11487999999999998,0.14748,0.152624,0.08326800000000001,0.12741599999999997,0.019324,0.06423999999999999
0.0,0.12270400000000001,0.16528799999999996,0.120676,0.152504,0.148628,0.084464,0.12434,0.017987999999999997,0.06340799999999999
0.0,0.12179999999999999,0.16364,0.118384,0.1549,0.14512,0.08336000000000002,0.1312,0.016071999999999996,0.065524
0.0,0.12730000000000002,0.161396,0.11384799999999999,0.15006799999999998,0.153848,0.08588000000000001,0.12680399999999997,0.016716,0.06414
0.0,0.124416,0.17114800000000002,0.114876,0.15278,0.14856,0.085164,0.12460800000000001,0.015728,0.06272
0.0,0.123184,0.161928,0.11685600000000003,0.159288,0.149664,0.082516,0.129436,0.014784000000000002,0.062344
0.0,0.13124,0.15917599999999998,0.11599199999999998,0.15104,0.15054399999999998,0.08272,0.130932,0.013848,0.064508
0.0,0.128708,0.17093600000000003,0.11566799999999999,0.145852,0.14834799999999998,0.082548,0.133192,0.012312,0.062436000000000005
0.0,0.13232000000000002,0.164032,0.11577199999999999,0.152616,0.14413199999999998,0.080992,0.13140000000000002,0.012648000000000001,0.06608800000000001
0.0,0.130912,0.16508,0.1169,0.151788,0.153888,0.076864,0.13228800000000002,0.010896,0.06138400000000001
0.0,0.13532799999999998,0.161416,0.118268,0.14476000000000003,0.14811200000000002,0.084276,0.135716,0.010584,0.06154
0.0,0.13231199999999999,0.157864,0.11961999999999999,0.150876,0.15499599999999997,0.081608,0.13486800000000002,0.011543999999999999,0.056311999999999994
0.0,0.12635599999999997,0.163608,0.11928799999999999,0.14884,0.15230000000000002,0.081312,0.142036,0.007987999999999999,0.058272000000000004
0.0,0.137856,0.1584,0.112812,0.151376,0.15984400000000004,0.07870400000000001,0.13576800000000003,0.0066040000000000005,0.05863600000000001
0.0,0.133072,0.15756399999999998,0.11484000000000001,0.151712,0.154704,0.07550399999999999,0.14144400000000004,0.0081,0.06305999999999999
0.0,0.13809200000000002,0.15837600000000002,0.11024400000000001,0.14658000000000002,0.160184,0.08002,0.139316,0.007236000000000001,0.059952000000000005
0.0,0.137228,0.16032400000000002,0.114304,0.15004,0.154276,0.076816,0.141152,0.00622,0.059640000000000006
0.0,0.14001999999999998,0.15441199999999997,0.11600000000000002,0.148928,0.16094000000000003,0.07511599999999999,0.13912399999999997,0.00626,0.05920000000000001
0.0,0.13842800000000002,0.15927600000000003,0.114004,0.152776,0.15556,0.074112,0.140832,0.005304,0.059708
0.0,0.14302,0.15874,0.10947199999999999,0.152484,0.15948400000000001,0.07423600000000001,0.142588,0.005248000000000001,0.054728
0.0,0.141356,0.149112,0.11235200000000001,0.14982800000000002,0.16761199999999998,0.07613199999999999,0.142748,0.005968,0.054891999999999996
0.0,0.13517200000000001,0.15411999999999998,0.11766399999999999,0.14696,0.15988399999999997,0.07678800000000001,0.147864,0.004944,0.056604
0.0,0.137136,0.164072,0.11202800000000002,0.14519599999999996,0.161516,0.074036,0.143008,0.00452,0.058488000000000005
0.0,0.141636,0.155528,0.11282,0.15143999999999996,0.166904,0.071476,0.14242399999999997,0.0036480000000000006,0.054124000000000005
