TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10
0.0,0.10869599999999999,0.0787,0.1663,0.11823600000000001,0.11846000000000001,0.102352,0.099496,0.091076,0.11668399999999998
0.0,0.10611599999999999,0.078012,0.16876799999999997,0.118052,0.121512,0.100884,0.10191599999999998,0.087748,0.11699199999999998
0.0,0.104884,0.08116000000000001,0.16715200000000002,0.12292800000000001,0.12098,0.0955,0.10623999999999997,0.087736,0.11342
0.0,0.10547999999999999,0.07970000000000001,0.166204,0.11873200000000002,0.1265,0.100436,0.101532,0.08851600000000001,0.1129
0.0,0.105604,0.080016,0.164944,0.119004,0.128992,0.097036,0.10518399999999999,0.0873,0.11191999999999999
0.0,0.10236400000000001,0.08322399999999999,0.16368,0.12257599999999999,0.123032,0.09888,0.10669600000000001,0.08982799999999999,0.10972
0.0,0.104128,0.078508,0.165168,0.12463600000000001,0.130048,0.09441200000000001,0.105796,0.086076,0.11122800000000002
0.0,0.103068,0.085284,0.1562,0.12684,0.12507200000000002,0.090816,0.11409200000000001,0.087876,0.110752
0.0,0.10347999999999999,0.080156,0.15931599999999999,0.12634800000000002,0.129308,0.091228,0.111536,0.09026,0.10836800000000002
0.0,0.100912,0.084408,0.158188,0.123356,0.128384,0.09466,0.11351199999999999,0.08741600000000001,0.109164
0.0,0.106304,0.08397600000000001,0.157132,0.12868000000000002,0.130416,0.09221599999999999,0.10965200000000001,0.08697200000000001,0.104652
0.0,0.10691599999999998,0.08352,0.15728,0.1248,0.135848,0.08683600000000001,0.113716,0.08826,0.102824
0.0,0.10074799999999999,0.08602,0.157188,0.127812,0.137476,0.088988,0.11320000000000001,0.084988,0.10357999999999998
0.0,0.104504,0.08546400000000001,0.15619600000000003,0.128008,0.143756,0.079664,0.117848,0.087508,0.097052
0.0,0.10183199999999999,0.089444,0.15729600000000002,0.130264,0.132548,0.080532,0.121228,0.086988,0.099868
0.0,0.103908,0.09036000000000001,0.147804,0.12706,0.145044,0.08046800000000001,0.11977600000000002,0.0857,0.09988
0.0,0.106704,0.09141200000000001,0.15082,0.12768,0.14331200000000002,0.07841200000000001,0.12022,0.08403200000000001,0.097408
0.0,0.10736399999999999,0.090428,0.1538,0.131444,0.141416,0.08207600000000001,0.11802400000000002,0.08268,0.092768
0.0,0.10294400000000001,0.08992000000000001,0.15145999999999998,0.13112399999999996,0.139176,0.07902800000000001,0.12319200000000001,0.082552,0.100604
0.0,0.10590000000000002,0.0887,0.15043199999999998,0.134116,0.143524,0.07676000000000001,0.12013599999999999,0.084452,0.09597999999999998
0.0,0.101532,0.094996,0.14768399999999998,0.133824,0.145364,0.076848,0.12002400000000002,0.084956,0.094772
0.0,0.10638,0.09613200000000001,0.14734799999999998,0.132272,0.14629199999999998,0.071524,0.12387199999999998,0.08393600000000001,0.092244
0.0,0.100196,0.09284,0.150796,0.131576,0.147812,0.072864,0.12802799999999998,0.077624,0.09826399999999999
0.0,0.10025999999999999,0.094056,0.14920799999999998,0.134204,0.156792,0.071408,0.12144000000000002,0.07880800000000002,0.09382399999999999
0.0,0.10227199999999999,0.09518800000000001,0.14350000000000002,0.1346,0.15204399999999998,0.07249599999999998,0.131044,0.077164,0.091692
0.0,0.10121600000000001,0.09448,0.144212,0.139732,0.15493600000000002,0.072048,0.124196,0.07781600000000001,0.091364
0.0,0.107208,0.09634000000000001,0.142636,0.135656,0.15830800000000003,0.07015199999999999,0.125644,0.075744,0.08831200000000002
0.0,0.106992,0.09480000000000001,0.145816,0.137572,0.15471200000000002,0.06370800000000001,0.13002400000000003,0.076032,0.09034400000000001
0.0,0.103088,0.09956000000000001,0.14334,0.135384,0.16022399999999998,0.068508,0.130168,0.070944,0.088784
0.0,0.103064,0.10359200000000002,0.148036,0.135008,0.15297999999999998,0.067204,0.13153600000000001,0.07082799999999999,0.087752
0.0,0.104508,0.104396,0.141192,0.13816,0.156108,0.069852,0.129128,0.06689200000000001,0.089764
0.0,0.099952,0.107316,0.14354000000000003,0.133272,0.158252,0.068164,0.13251200000000002,0.07160000000000001,0.085392
0.0,0.10812,0.10664,0.137568,0.13783600000000001,0.1591,0.06374,0.136908,0.065524,0.084564
0.0,0.102024,0.10507999999999999,0.142444,0.13798400000000002,0.16156399999999999,0.064632,0.137528,0.066508,0.082236
0.0,0.10338,0.11084000000000001,0.138232,0.134152,0.162636,0.06423999999999999,0.139588,0.0611,0.08583199999999999
0.0,0.099844,0.10936400000000002,0.14206,0.135304,0.16253999999999996,0.06564,0.139396,0.060127999999999994,0.085724
0.0,0.10394,0.11262800000000002,0.13433199999999998,0.13618000000000002,0.16144,0.06434399999999998,0.13876399999999997,0.06425600000000001,0.084116
0.0,0.10233600000000001,0.11550399999999998,0.136604,0.13791199999999998,0.16562799999999997,0.063804,0.133012,0.057636,0.087564
